,usefulness,permutation,shap,lime
usefulness,1.0,0.8092147060799448,0.7771715280318284,0.9196612508825408
permutation,0.8092147060799448,1.0,0.8976227915294942,0.7984446743833288
shap,0.7771715280318284,0.8976227915294942,1.0,0.752303897441121
lime,0.9196612508825408,0.7984446743833288,0.752303897441121,1.0
