strategy,bins,feature,importance,std
quantile,6,occupation,0.09628391790200151,0.009182400916320112
quantile,6,relationship,0.1391742546586528,0.005097646391849808
quantile,6,capital-gain,0.0,0.0
quantile,6,capital-loss,0.0,0.0
quantile,6,hours-per-week,0.11844943853659701,0.0070625211333903435
quantile,6,native-country,0.020848605967211182,0.003960102909856274
quantile,8,race,0.0389156248176296,0.006038157543370896
quantile,8,sex,0.0205128871266557,0.004384990447911253
quantile,8,age,0.1283036358409397,0.008463527065137061
quantile,8,fnlwgt,0.07689261841785465,0.006977630782427212
quantile,8,workclass,0.043059177596192905,0.005147579420708258
quantile,8,education,0.04264186026805376,0.006687122865056498
quantile,8,education-num,0.18573395008898325,0.008409639954509752
quantile,8,marital-status,0.09801018179329053,0.00710589573175647
quantile,8,occupation,0.08734087001500482,0.011173478382900573
quantile,8,relationship,0.14911171171842585,0.0063451235929213295
quantile,8,capital-gain,0.0,0.0
quantile,8,capital-loss,0.0,0.0
quantile,8,hours-per-week,0.11424315524913813,0.007794065037131234
quantile,8,native-country,0.015234327067831128,0.003934742021412279
kmeans,3,race,0.030522093234460784,0.011017444814634618
kmeans,3,sex,0.03131842642809491,0.009266017175081053
kmeans,3,age,0.05155999303520851,0.00999514492452138
kmeans,3,fnlwgt,0.024184118886122784,0.007708646216038965
kmeans,3,workclass,0.02889486069860765,0.008152012404246652
kmeans,3,education,0.045444468849743604,0.008893298760928798
kmeans,3,education-num,0.12587369363698936,0.015082021972816162
kmeans,3,marital-status,0.17730228961728298,0.016157286103451816
kmeans,3,occupation,0.04163981844356205,0.008800920558122998
kmeans,3,relationship,0.05217089703837839,0.014224249556522857
kmeans,3,capital-gain,0.22769576598305094,0.02751960164678359
kmeans,3,capital-loss,0.08583744825532723,0.009322600537365805
kmeans,3,hours-per-week,0.05759605474601002,0.013035836339946804
kmeans,3,native-country,0.019960071147160894,0.007645441850474164
kmeans,4,race,0.023768100386539082,0.013088068498434292
kmeans,4,sex,0.017017691215848663,0.007686745120624005
kmeans,4,age,0.05456480523807178,0.009479891439995666
kmeans,4,fnlwgt,0.032078052153815505,0.008471433448658491
kmeans,4,workclass,0.03626048066287783,0.008870826599111772
kmeans,4,education,0.04182478620978321,0.008163802094557892
kmeans,4,education-num,0.12299930435951906,0.013613425780624555
kmeans,4,marital-status,0.1677089060569253,0.009762515284754063
kmeans,4,occupation,0.03077408242458092,0.008262251988744312
kmeans,4,relationship,0.03813304890369807,0.012118728554704502
kmeans,4,capital-gain,0.2528249376559395,0.024250681420940914
