method,time_s,spearman_gt
usefulness,1.000914272000955,0.87831006565368
mdi,2.361000224482268e-05,0.87831006565368
permutation,0.22662294499968993,0.87831006565368
shap,0.04775710600006278,0.87831006565368
lime,0.6011838720005471,0.87831006565368
integrated_gradients,7.820835358001204,0.87831006565368
