,usefulness,permutation,shap,lime
usefulness,1.0,0.8768918428571428,0.863009612857143,0.8077480107142856
permutation,0.8768918428571428,1.0,0.955244665,0.8229322607142857
shap,0.863009612857143,0.955244665,1.0,0.8260523357142858
lime,0.8077480107142856,0.8229322607142857,0.8260523357142858,1.0
