,usefulness,permutation,shap,lime
usefulness,1.0,0.9134495018420911,0.9250854265334285,0.8442642558059481
permutation,0.9134495018420911,1.0,0.9281734528023765,0.8695894056006688
shap,0.9250854265334285,0.9281734528023765,1.0,0.9010997205537337
lime,0.8442642558059481,0.8695894056006688,0.9010997205537337,1.0
