method,time_s,spearman_gt
usefulness,0.35114255100052105,0.9486832980505138
mdi,2.4242002837127075e-05,0.9486832980505138
permutation,0.16462672600027872,0.9486832980505138
shap,0.02723215399964829,0.9486832980505138
lime,0.5900826459983364,0.7378647873726218
integrated_gradients,5.077202970001963,0.9486832980505138
